text,department,category,subcategory,priority
"hello sir my name is rahul and sadak par bohot bade bade gaddhe hain, gaadi kharab ho rahi hai",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
plague and disease spreading in Railway Station Road due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
in our area bijli 6 ghante se nahi hai Dwarka Sector 10 me,Electricity Department,Electricity,Power Outage,HIGH
"sadak par bohot bade bade gaddhe hain, gaadi kharab ho rahi hai",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"please help me, sewage chamber is overflowing and sewage spreading on street near Vasant Kunj",Sanitation Department,Sanitation,Sewage Overflow,HIGH
garbage has not been collected from Dwarka Sector 10 for 7 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"please help me, bijli 6 ghante se nahi hai Connaught Place me",Electricity Department,Electricity,Power Outage,HIGH
i am reporting an issue that road ki condition bahut kharab hai Model Town me,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
i am reporting an issue that sewage manhole overflow causing smell and filth on pavement near Model Town,Sanitation Department,Sanitation,Sewage Overflow,HIGH
bhai listen stagnant water pool near rohini sector 7 becoming mosquito breeding ground,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
traffic light kharab hai near Vasant Kunj chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"please help me, streetlight pole broken and light fixture hanging near Sector 17",Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
entire stretch of road near Rohini Sector 7 is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
traffic light kharab hai near Rohini Sector 7 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
streetlights turned off on main road near Rohini Sector 7 for 3 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"please help me, there is water everywhere on the road but our taps have no water",Water Department,Water Supply,No Water Supply,HIGH
i am reporting an issue that mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that pothole on road needs urgent repair before an accident happens,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am rahul shamram i am fine so the problem is that bijli 6 ghante se nahi hai Civil Lines me,Electricity Department,Electricity,Power Outage,HIGH
"good morning sir, traffic signal lights not working at major intersection near Connaught Place",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Sector 17",Municipal Transport Department,Transport,Bus Stop Damage,LOW
pipeline phat gayi hai Karol Bagh ke paas road par,Water Department,Water Supply,Water Pipeline Leakage,HIGH
in our area street light 1 hafte se band hai Dwarka Sector 10 me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that nali overflow kar rahi hai Railway Station Road ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bhai listen there is sewage overflowing from the chamber onto the walking path in Civil Lines,Sanitation Department,Sanitation,Sewage Overflow,HIGH
public toilet near Sector 17 is extremely filthy and not cleaned,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"hi assistant i am fine, road is completely broken with dangerous potholes everywhere",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"good morning sir, traffic light kharab hai near Dwarka Sector 10 chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"please help me, bus stop shelter shade damaged and rusted near Lajpat Nagar",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"hi assistant i am fine, open manhole hai road pe near Connaught Place",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
"i am reporting an issue that fogging karwao area me, dengue phail raha hai",Public Health Department,Public Health,Vector Disease Control,HIGH
hello sir my name is rahul and public toilet near Model Town is extremely filthy and not cleaned,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
hello sir my name is rahul and footpath is broken and paved tiles are missing near Dwarka Sector 10,Public Works Department,Roads / PWD,Broken Footpath,LOW
i am rahul shamram i am fine so the problem is that fever cases increasing in Sector 17 suspected dengue mosquito infestation,Public Health Department,Public Health,Disease Outbreak,HIGH
"please help me, severe waterlogging in Lajpat Nagar after light rain due to choked drains",Municipal Drainage Department,Drainage,Waterlogging,HIGH
"good morning sir, fever cases increasing in Lajpat Nagar suspected dengue mosquito infestation",Public Health Department,Public Health,Disease Outbreak,HIGH
sewage ka paani raste pe beh raha hai near Lajpat Nagar,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, mosquito se dengue ho raha hai area me fogging ki zaroorat hai",Public Health Department,Public Health,Vector Disease Control,HIGH
bijli 6 ghante se nahi hai rohini sector 7 me,Electricity Department,Electricity,Power Outage,HIGH
bhai listen there is water everywhere on the road but our taps have no water,Water Department,Water Supply,No Water Supply,HIGH
bhai listen stormwater drain is completely clogged with silt near Vasant Kunj,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
water pipe leak ho gaya hai Lajpat Nagar market ke paas,Water Department,Water Supply,Water Pipeline Leakage,HIGH
bhai listen traffic signal lights not working at major intersection near Connaught Place,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
water pressure is very low,Water Department,Water Supply,Low Water Pressure,MEDIUM
i am reporting an issue that street light 1 hafte se band hai Karol Bagh me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Model Town",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"please help me, traffic signal lights not working at major intersection near Lajpat Nagar",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
hello sir my name is rahul and electric pole near Model Town is leaning dangerously and about to fall,Electricity Department,Electricity,Damaged Electric Pole,HIGH
urgent fogging required near Connaught Place due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that streetlight pole broken and light fixture hanging near Rohini Sector 7,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
"good morning sir, bus stop shelter shade damaged and rusted near Karol Bagh",Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am reporting an issue that huge pile of uncollected trash dumped openly near Rohini Sector 7,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
plague and disease spreading in Model Town due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
i am rahul shamram i am fine so the problem is that live electrical wire fallen on road near Connaught Place,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
in our area bus stop shelter shade damaged and rusted near Lajpat Nagar,Municipal Transport Department,Transport,Bus Stop Damage,LOW
bhai listen bimari phail rahi hai please health department ko bhejo Lajpat Nagar me,Public Health Department,Public Health,Disease Outbreak,HIGH
"hi assistant i am fine, open manhole hai road pe near Sector 17",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
hello sir my name is rahul and big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
community waste bin overflowing near Sector 17,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
i am rahul shamram i am fine so the problem is that drainage gutter overflow inundating street water in rohini sector 7,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
in our area there is a huge pothole on the main road,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
the main road has huge deep potholes near Vasant Kunj,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and streetlights turned off on main road near Model Town for 5 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that water pipe is leaking continuously on the main road,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"please help me, open manhole on main road near Karol Bagh poses severe danger to pedestrians",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
i am rahul shamram i am fine so the problem is that no water coming out of kitchen tap since Monday,Water Department,Water Supply,No Water Supply,HIGH
"good morning sir, frequent voltage fluctuations and power cuts in Connaught Place area",Electricity Department,Electricity,Power Outage,HIGH
"please help me, bus stop shelter shade damaged and rusted near Karol Bagh",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"please help me, frequent voltage fluctuations and power cuts in Rohini Sector 7 area",Electricity Department,Electricity,Power Outage,HIGH
nuisance and stench from dirty public toilet near dwarka sector 10 market,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
i am reporting an issue that live electrical wire fallen on road near model town,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am reporting an issue that dengue phail raha hai please fogging lagwao area me,Public Health Department,Public Health,Vector Disease Control,HIGH
there is a huge pothole on the main road,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"hello sir my name is rahul and fogging karwao area me, dengue phail raha hai",Public Health Department,Public Health,Vector Disease Control,HIGH
"please help me, electric pole near Lajpat Nagar is leaning dangerously and about to fall",Electricity Department,Electricity,Damaged Electric Pole,HIGH
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Railway Station Road",Municipal Transport Department,Transport,Bus Stop Damage,LOW
hello sir my name is rahul and large deep potholes on main road near Rohini Sector 7 causing accidents,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
sewage manhole overflow causing smell and filth on pavement near Karol Bagh,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"hi assistant i am fine, nali overflow kar rahi hai Rohini Sector 7 ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bhai listen pothole on road needs urgent repair before an accident happens,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
